message,attributes,tags,timestamp
                                                             ^,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356073984Z
,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356082473Z
"[SQL: SELECT users.id AS users_id, users.email AS users_email, users.hashed_password AS users_hashed_password, users.is_active AS users_is_active, users.is_verified AS users_is_verified, users.verification_token AS users_verification_token, users.verification_token_expires AS users_verification_token_expires, users.role AS users_role, users.oauth_provider AS users_oauth_provider, users.oauth_id AS users_oauth_id, users.full_name AS users_full_name, users.profile_image_url AS users_profile_image_url, users.created_at AS users_created_at, users.updated_at AS users_updated_at, users.last_login_at AS users_last_login_at ","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356089546Z
FROM users ,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356102161Z
WHERE users.email = %(email_1)s ,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356109318Z
 LIMIT %(param_1)s],"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356192135Z
"[parameters: {'email_1': 'yassinkaltoum83@gmail.com', 'param_1': 1}]","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356202188Z
(Background on this error at: https://sqlalche.me/e/20/f405),"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356211895Z
timestamp=2026-02-01T08:55:56.079806+00:00 level=ERROR request_id=0356ba12-562b-4d9e-9649-146ab804e6bf logger=app.main message=Unhandled exception: ProgrammingError: (psycopg2.errors.UndefinedColumn) column users.verification_token does not exist,"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356219281Z
"LINE 1: ...s_active, users.is_verified AS users_is_verified, users.veri...","{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356226842Z
                                                             ^,"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356234146Z
,"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356241740Z
"[SQL: SELECT users.id AS users_id, users.email AS users_email, users.hashed_password AS users_hashed_password, users.is_active AS users_is_active, users.is_verified AS users_is_verified, users.verification_token AS users_verification_token, users.verification_token_expires AS users_verification_token_expires, users.role AS users_role, users.oauth_provider AS users_oauth_provider, users.oauth_id AS users_oauth_id, users.full_name AS users_full_name, users.profile_image_url AS users_profile_image_url, users.created_at AS users_created_at, users.updated_at AS users_updated_at, users.last_login_at AS users_last_login_at ","{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:14.356249281Z
FROM users ,"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845366990Z
WHERE users.email = %(email_1)s ,"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845375703Z
 LIMIT %(param_1)s],"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845384386Z
"[parameters: {'email_1': 'yassinkaltoum83@gmail.com', 'param_1': 1}]","{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845393310Z
(Background on this error at: https://sqlalche.me/e/20/f405),"{""level"":""info""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845402072Z
ERROR:    Exception in ASGI application,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845410762Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845418180Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845425808Z
    self.dialect.do_execute(,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845433985Z
"  File ""/usr/local/lib/python3.11/site-packages/sqlalchemy/engine/default.py"", line 952, in do_execute","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845442080Z
"    cursor.execute(statement, parameters)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845449646Z
psycopg2.errors.UndefinedColumn: column users.verification_token does not exist,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845457602Z
"LINE 1: ...s_active, users.is_verified AS users_is_verified, users.veri...","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845465367Z
                                                             ^,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845474151Z
,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845482777Z
,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845494359Z
The above exception was the direct cause of the following exception:,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845501703Z
,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845509242Z
Traceback (most recent call last):,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845517202Z
"  File ""/usr/local/lib/python3.11/site-packages/uvicorn/protocols/http/httptools_impl.py"", line 419, in run_asgi","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845525090Z
    result = await app(  # type: ignore[func-returns-value],"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845532630Z
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:16.845541080Z
INFO:     Started server process [1],"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""e153341f-a1e3-4608-912f-2e70a368602b"",""replica"":""2c8c22f3-87ab-4607-93ad-c9040dad96a3""}",2026-02-01T08:56:18.145676909Z
INFO:     Waiting for application startup.,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""e153341f-a1e3-4608-912f-2e70a368602b"",""replica"":""2c8c22f3-87ab-4607-93ad-c9040dad96a3""}",2026-02-01T08:56:18.145845820Z
INFO:     Application startup complete.,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""e153341f-a1e3-4608-912f-2e70a368602b"",""replica"":""2c8c22f3-87ab-4607-93ad-c9040dad96a3""}",2026-02-01T08:56:18.246858059Z
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit),"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""e153341f-a1e3-4608-912f-2e70a368602b"",""replica"":""2c8c22f3-87ab-4607-93ad-c9040dad96a3""}",2026-02-01T08:56:18.246864483Z
"  File ""/usr/local/lib/python3.11/site-packages/uvicorn/middleware/proxy_headers.py"", line 84, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.589816017Z
"    return await self.app(scope, receive, send)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.589828675Z
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.589999029Z
"  File ""/usr/local/lib/python3.11/site-packages/fastapi/applications.py"", line 1054, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590008578Z
"    await super().__call__(scope, receive, send)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590016508Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/applications.py"", line 123, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590024294Z
"    await self.middleware_stack(scope, receive, send)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590031188Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py"", line 186, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590038464Z
    raise exc,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590049014Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/errors.py"", line 164, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590057524Z
"    await self.app(scope, receive, _send)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590064227Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/base.py"", line 189, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590071996Z
    with collapse_excgroups():,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590078833Z
"  File ""/usr/local/lib/python3.11/contextlib.py"", line 158, in __exit__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590085566Z
"    self.gen.throw(typ, value, traceback)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590101740Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/_utils.py"", line 91, in collapse_excgroups","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590109550Z
    raise exc,"{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590147733Z
"  File ""/usr/local/lib/python3.11/site-packages/starlette/middleware/base.py"", line 191, in __call__","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590159138Z
"    response = await self.dispatch_func(request, call_next)","{""level"":""error""}","{""project"":""85c0ef4b-b678-431c-9fad-18243e6f91dd"",""environment"":""82177a9e-2734-4d56-9660-5391c5c263a2"",""service"":""7c6d0a5e-23b2-44c2-878d-25d61ec5993d"",""deployment"":""3b7bb5b0-7aa6-4c2a-afc4-bd7c41d3ebb1"",""replica"":""d1e95762-988d-49ad-8661-5b8a115d74de""}",2026-02-01T08:56:18.590167745Z
